"","count_BHI_1","count_BHI_2","count_BHI_3","count_ser_1","count_ser_2","count_ser_3"
"NBCAEPAK_01155",47,68,45,7,0,19
"NBCAEPAK_01156",135,151,156,79,0,183
"NBCAEPAK_01157",49,34,44,24,0,101
"NBCAEPAK_01158",0,0,0,0,0,0
"NBCAEPAK_01159",0,0,0,0,0,0
"NBCAEPAK_01160",8,13,5,6,0,2
"NBCAEPAK_01161",136,142,126,154,0,163
"NBCAEPAK_01162",75,104,80,91,0,116
"NBCAEPAK_01163",30,33,29,12,0,24
"NBCAEPAK_01164",7,10,19,2,0,5
"NBCAEPAK_01165",483,442,509,299,0,584
"NBCAEPAK_01166",39,54,32,45,0,85
"NBCAEPAK_01167",95,105,125,41,0,108
"NBCAEPAK_01168",50,67,39,23,0,57
"NBCAEPAK_01169",14,18,29,10,0,11
"NBCAEPAK_01170",97,116,130,36,0,53
"NBCAEPAK_01171",20,10,17,6,0,13
"NBCAEPAK_01172",191,232,222,50,0,84
"NBCAEPAK_01173",108,100,131,44,0,64
"NBCAEPAK_01174",149,137,139,87,0,95
"NBCAEPAK_01175",33,70,90,28,0,69
"NBCAEPAK_01176",109,98,104,26,0,47
"NBCAEPAK_01177",264,335,351,110,0,145
"NBCAEPAK_01178",14,12,12,24,0,55
"NBCAEPAK_01179",18,12,24,127,0,271
"NBCAEPAK_01180",316,412,365,192,0,290
"NBCAEPAK_01181",310,453,554,107,0,182
"NBCAEPAK_01182",2171,2629,3351,590,0,1669
"NBCAEPAK_01183",59,95,110,66,0,64
"NBCAEPAK_01184",43,45,59,37,0,55
"NBCAEPAK_01185",74,68,81,47,0,66
"NBCAEPAK_01186",75,62,100,39,0,71
"NBCAEPAK_01187",60,48,78,11,0,16
"NBCAEPAK_01188",371,590,484,5,0,9
"NBCAEPAK_01189",677,701,700,12,0,26
"NBCAEPAK_01190",95,95,131,1,0,0
"NBCAEPAK_01191",571,589,772,3,0,9
"NBCAEPAK_01192",640,872,868,14,0,10
"NBCAEPAK_01193",498,450,672,6,0,8
"NBCAEPAK_01194",119,176,222,3,0,13
"NBCAEPAK_01195",72,59,74,1,0,4
"NBCAEPAK_01196",839,1133,1153,27,0,30
"NBCAEPAK_01197",344,400,579,11,0,23
"NBCAEPAK_01198",916,1004,1015,13,0,18
"NBCAEPAK_01199",75,114,102,9,0,6
"NBCAEPAK_01200",451,610,575,32,0,47
"NBCAEPAK_01201",50,50,60,3,0,3
"NBCAEPAK_01202",297,331,367,19,0,34
"NBCAEPAK_01203",324,420,498,17,0,66
"NBCAEPAK_01204",237,277,267,29,0,38
"NBCAEPAK_01205",92,99,118,15,0,25
"NBCAEPAK_01206",215,301,346,20,0,48
"NBCAEPAK_01207",112,123,187,26,0,49
"NBCAEPAK_01208",3,2,4,2,0,1
"NBCAEPAK_01209",37,45,40,19,0,22
"NBCAEPAK_01210",254,318,297,267,0,267
"NBCAEPAK_01211",15,28,39,10,0,16
"NBCAEPAK_01212",4,7,5,8,0,10
"NBCAEPAK_01213",441,515,621,49,0,103
"NBCAEPAK_01214",17,17,11,15,0,24
"NBCAEPAK_01215",198,319,271,198,0,262
"NBCAEPAK_01216",3,0,2,2,0,2
"NBCAEPAK_01217",28,33,30,18,0,38
"NBCAEPAK_01218",782,719,622,161,0,341
"NBCAEPAK_01219",0,3,2,0,0,0
"NBCAEPAK_01220",290,261,266,254,0,291
"NBCAEPAK_01221",233,189,107,664,0,673
"NBCAEPAK_01222",105,140,132,75,0,132
"NBCAEPAK_01223",694,612,747,126,0,190
"NBCAEPAK_01224",644,507,874,93,0,185
"NBCAEPAK_01225",90,119,91,27,0,41
"NBCAEPAK_01226",419,327,385,55,0,156
"NBCAEPAK_01227",34,26,59,3,0,14
"NBCAEPAK_01228",386,366,378,112,0,205
"NBCAEPAK_01229",39,41,57,21,0,38
"NBCAEPAK_01230",184,138,186,90,0,165
"NBCAEPAK_01250",0,4,0,0,0,3
"NBCAEPAK_01251",0,0,0,0,0,0
"NBCAEPAK_01252",0,0,2,0,0,2
"NBCAEPAK_01253",3,3,2,4,0,14
"NBCAEPAK_01254",1,0,4,2,0,5
"NBCAEPAK_01255",15,26,6,1,0,16
"NBCAEPAK_01256",0,2,1,0,0,3
"NBCAEPAK_01257",36,36,40,54,0,36
"NBCAEPAK_01258",31,30,45,2,0,17
"NBCAEPAK_01259",15,15,15,6,0,4
"NBCAEPAK_01260",7,3,2,0,0,2
"NBCAEPAK_01261",0,0,1,1,0,0
"NBCAEPAK_01262",14,13,8,5,0,6
"NBCAEPAK_01263",0,2,0,0,0,0
"NBCAEPAK_01264",5,2,4,9,0,2
"NBCAEPAK_01265",4,1,6,4,0,2
"NBCAEPAK_01266",9,6,11,0,0,6
"NBCAEPAK_01267",20,8,8,7,0,10
"NBCAEPAK_01268",2,20,7,6,0,9
"NBCAEPAK_01269",3,8,5,3,0,13
"NBCAEPAK_01270",3,0,0,0,0,0
"NBCAEPAK_01271",17,12,11,16,0,20
"NBCAEPAK_01272",0,0,0,0,0,0
"NBCAEPAK_01273",0,0,0,0,0,0
"NBCAEPAK_01274",0,0,0,0,0,0
"NBCAEPAK_01275",0,0,0,0,0,0
"NBCAEPAK_01276",3,0,0,1,0,0
"NBCAEPAK_01277",2,6,6,0,0,2
"NBCAEPAK_01278",0,2,3,0,0,4
"NBCAEPAK_01279",12,8,13,6,0,8
"NBCAEPAK_01280",17,8,9,6,0,6
"NBCAEPAK_01281",25,27,41,73,0,122
"NBCAEPAK_01282",112,114,115,75,0,110
"NBCAEPAK_01283",8,2,5,0,0,0
"NBCAEPAK_01284",29,48,46,45,0,60
"NBCAEPAK_01285",2,2,4,0,0,2
"NBCAEPAK_01286",62,74,85,16,0,12
"NBCAEPAK_01287",13,7,9,6,0,5
"NBCAEPAK_01288",4,11,8,2,0,8
"NBCAEPAK_01289",2,0,0,0,0,0
"NBCAEPAK_01290",0,0,0,0,0,0
"NBCAEPAK_01291",2,6,3,5,0,2
"NBCAEPAK_01292",2,0,2,2,0,0
"NBCAEPAK_01293",2,0,0,0,0,0
"NBCAEPAK_01294",15,18,8,8,0,5
"NBCAEPAK_01295",20,23,34,8,0,22
"NBCAEPAK_01296",4,12,9,6,0,0
"NBCAEPAK_01297",11,8,5,7,0,5
"NBCAEPAK_01298",12,15,16,1,0,14
"NBCAEPAK_01299",9,8,4,9,0,17
"NBCAEPAK_01300",0,3,0,0,0,1
"NBCAEPAK_01301",12,13,25,0,0,1
"NBCAEPAK_01302",147,124,137,32,0,24
"NBCAEPAK_01303",33,38,40,7,0,5
"NBCAEPAK_01304",46,58,67,8,0,23
"NBCAEPAK_01305",184,166,194,63,0,44
"NBCAEPAK_01306",262,344,348,89,0,195
"NBCAEPAK_01307",47,62,76,26,0,34
"NBCAEPAK_01308",130,149,141,34,0,34
"NBCAEPAK_01309",50,69,102,18,0,36
"NBCAEPAK_01310",185,198,158,59,0,83
"NBCAEPAK_01311",222,275,237,47,0,68
"NBCAEPAK_01312",8,10,11,11,0,33
"NBCAEPAK_01313",42,78,43,91,0,182
"NBCAEPAK_01314",48,25,55,8,0,16
"NBCAEPAK_01315",25,14,57,12,0,21
"NBCAEPAK_01316",69,42,67,220,0,351
"NBCAEPAK_01317",101,158,147,44,0,67
"NBCAEPAK_01318",53,73,88,103,0,144
"NBCAEPAK_01319",2,2,6,2,0,6
"NBCAEPAK_01320",31,23,18,5,0,18
"NBCAEPAK_01321",174,173,161,27,0,47
"NBCAEPAK_01322",164,171,201,59,0,110
"NBCAEPAK_01323",232,190,263,117,0,189
"NBCAEPAK_01324",4,1,7,1,0,3
"NBCAEPAK_01325",181,241,271,40,0,82
"NBCAEPAK_01326",75,105,95,21,0,22
"NBCAEPAK_01327",23,14,10,4,0,11
"NBCAEPAK_01328",0,0,0,0,0,0
"NBCAEPAK_01329",53,62,92,13,0,42
"NBCAEPAK_01330",12,16,23,10,0,13
"NBCAEPAK_01331",70,51,87,33,0,34
"NBCAEPAK_01332",35,39,30,8,0,18
"NBCAEPAK_01333",38,42,58,14,0,24
"NBCAEPAK_01334",30,21,29,27,0,22
"NBCAEPAK_01335",161,188,269,64,0,128
"NBCAEPAK_01336",135,173,200,114,0,278
"NBCAEPAK_01337",94,86,126,158,0,206
"NBCAEPAK_01338",5,8,11,6,0,6
"NBCAEPAK_01339",4,7,1,0,0,4
"NBCAEPAK_01340",6,9,14,5,0,13
"NBCAEPAK_01341",106,112,147,19,0,67
"NBCAEPAK_01342",49,57,78,4,0,16
"NBCAEPAK_01343",202,226,276,130,0,254
"NBCAEPAK_01344",210,211,268,39,0,69
"NBCAEPAK_01345",65,59,95,32,0,98
"NBCAEPAK_01346",15,38,29,16,0,37
"NBCAEPAK_01347",93,99,96,48,0,87
"NBCAEPAK_01348",73,73,95,39,0,84
"NBCAEPAK_01349",139,180,133,65,0,60
"NBCAEPAK_01350",4,4,6,2,0,5
"NBCAEPAK_01351",50,50,85,37,0,51
"NBCAEPAK_01352",65,83,85,30,0,92
"NBCAEPAK_01353",43,61,71,10,0,7
"NBCAEPAK_01354",93,98,116,41,0,37
"NBCAEPAK_01355",87,77,97,35,0,57
"NBCAEPAK_01356",109,139,72,74,0,78
"NBCAEPAK_01357",41,62,52,76,0,74
"NBCAEPAK_01358",114,102,115,115,0,113
"NBCAEPAK_01359",133,188,142,49,0,81
"NBCAEPAK_01360",78,102,96,29,0,82
"NBCAEPAK_01361",39,40,53,17,0,42
"NBCAEPAK_01362",32,56,62,28,0,55
"NBCAEPAK_01363",5,7,6,8,0,13
"NBCAEPAK_01364",36,38,62,232,0,294
"NBCAEPAK_01365",395,510,417,462,0,938
"NBCAEPAK_01366",4,3,8,11,0,22
"NBCAEPAK_01367",32,33,48,8,0,14
"NBCAEPAK_01368",78,82,108,20,0,14
"NBCAEPAK_01369",419,453,455,81,0,75
"NBCAEPAK_01370",279,326,306,36,0,32
"NBCAEPAK_01371",104,110,105,11,0,14
"NBCAEPAK_01372",56,65,78,13,0,11
"NBCAEPAK_01373",92,117,98,3,0,9
"NBCAEPAK_01374",106,139,146,15,0,38
"NBCAEPAK_01375",210,188,234,79,0,112
"NBCAEPAK_01376",159,149,178,52,0,56
"NBCAEPAK_01377",914,918,788,319,0,316
"NBCAEPAK_01378",16,20,19,6,0,15
"NBCAEPAK_01379",180,217,237,54,0,106
"NBCAEPAK_01380",433,507,498,149,0,290
"NBCAEPAK_01381",132,115,144,38,0,81
"NBCAEPAK_01382",50,59,49,19,0,13
"NBCAEPAK_01383",199,219,267,67,0,109
"NBCAEPAK_01384",41,63,46,113,0,131
"NBCAEPAK_01385",57,77,74,13,0,20
"NBCAEPAK_01386",12,20,23,2,0,6
"NBCAEPAK_01387",4,4,8,2,0,7
"NBCAEPAK_01388",4,4,0,0,0,3
"NBCAEPAK_01389",16,14,11,10,0,22
"NBCAEPAK_01390",36,39,63,67,0,114
"NBCAEPAK_01391",226,284,233,52,0,95
"NBCAEPAK_01392",4,5,12,0,0,5
"NBCAEPAK_01393",70,119,95,40,0,83
"NBCAEPAK_01394",43,63,62,33,0,65
"NBCAEPAK_01395",2,1,3,0,0,0
"NBCAEPAK_01396",46,48,52,39,0,44
"NBCAEPAK_01397",47,26,33,52,0,75
"NBCAEPAK_01398",32,51,48,59,0,81
"NBCAEPAK_01399",118,112,88,173,0,241
"NBCAEPAK_01400",128,133,106,208,0,291
"NBCAEPAK_01401",30,23,48,46,0,62
"NBCAEPAK_01402",20,37,33,22,0,54
"NBCAEPAK_01403",9,6,15,11,0,24
"NBCAEPAK_01404",102,86,83,214,0,217
"NBCAEPAK_01405",10,22,19,15,0,42
"NBCAEPAK_01406",19,36,16,26,0,27
"NBCAEPAK_01407",32,38,46,33,0,25
"NBCAEPAK_01408",48,44,38,26,0,26
"NBCAEPAK_01410",0,0,2,0,0,2
"NBCAEPAK_01411",90,98,116,26,0,53
"NBCAEPAK_01412",38,35,42,27,0,17
"NBCAEPAK_01413",41,37,62,22,0,37
"NBCAEPAK_01414",3,12,7,18,0,33
"NBCAEPAK_01415",26,49,48,155,0,183
"NBCAEPAK_01416",18,10,8,0,0,9
"NBCAEPAK_01417",1,3,0,3,0,5
"NBCAEPAK_01418",9,0,9,20,0,34
"NBCAEPAK_01419",8,18,20,7,0,18
"NBCAEPAK_01420",51,57,76,37,0,94
"NBCAEPAK_01421",7,17,13,6,0,17
"NBCAEPAK_01422",106,93,109,85,0,117
"NBCAEPAK_01423",87,107,87,219,0,247
"NBCAEPAK_01424",25,18,21,20,0,29
"NBCAEPAK_01425",49,59,116,63,0,82
"NBCAEPAK_01426",58,54,69,56,0,59
"NBCAEPAK_01427",85,115,112,87,0,184
"NBCAEPAK_01428",3,5,7,1,0,5
"NBCAEPAK_01429",0,1,3,2,0,7
"NBCAEPAK_01430",4,7,2,21,0,8
"NBCAEPAK_01431",5,21,14,17,0,22
"NBCAEPAK_01432",2,3,2,1,0,4
"NBCAEPAK_01433",25,27,29,37,0,85
"NBCAEPAK_01434",62,68,111,93,0,131
"NBCAEPAK_01435",8,8,7,66,0,98
"NBCAEPAK_01436",32,41,50,226,0,377
"NBCAEPAK_01437",53,36,69,335,0,520
"NBCAEPAK_01438",10,4,10,29,0,56
"NBCAEPAK_01439",4,4,6,611,0,1072
"NBCAEPAK_01440",3,0,0,78,0,78
"NBCAEPAK_01441",2,2,0,318,0,522
"NBCAEPAK_01442",9,5,8,961,0,2011
"NBCAEPAK_01443",2,5,4,392,0,881
"NBCAEPAK_01444",15,5,4,740,0,1383
"NBCAEPAK_01445",13,13,9,188,0,362
"NBCAEPAK_01446",27,18,10,996,0,2456
"NBCAEPAK_01447",5,3,4,501,0,1064
"NBCAEPAK_01448",17,15,22,489,0,1142
"NBCAEPAK_01449",143,104,125,40,0,36
"NBCAEPAK_01450",43,64,56,7,0,10
"NBCAEPAK_01451",13,21,11,2,0,2
"NBCAEPAK_01452",7,1,14,1,0,0
"NBCAEPAK_01453",3,5,3,0,0,1
"NBCAEPAK_01454",2,1,0,0,0,0
"NBCAEPAK_01455",47,40,45,27,0,35
"NBCAEPAK_01456",16,5,8,5,0,12
"NBCAEPAK_01457",221,224,240,28,0,38
"NBCAEPAK_01458",157,170,169,39,0,73
"NBCAEPAK_01459",163,194,214,44,0,85
"NBCAEPAK_01460",244,256,221,46,0,87
"NBCAEPAK_01461",12,10,17,3,0,4
"NBCAEPAK_01462",21,18,20,4,0,22
"NBCAEPAK_01463",202,252,313,30,0,87
"NBCAEPAK_01464",80,99,96,13,0,29
"NBCAEPAK_01465",17,27,17,11,0,6
"NBCAEPAK_01466",235,288,335,101,0,167
"NBCAEPAK_01467",225,260,288,84,0,185
"NBCAEPAK_01468",36,35,48,30,0,41
"NBCAEPAK_01469",172,242,159,117,0,181
"NBCAEPAK_01470",16,6,22,8,0,11
"NBCAEPAK_01471",12,17,24,8,0,16
"NBCAEPAK_01472",8,13,16,11,0,6
"NBCAEPAK_01473",61,52,73,27,0,32
"NBCAEPAK_01474",5,3,8,3,0,5
"NBCAEPAK_01475",3,3,3,1,0,1
"NBCAEPAK_01476",7,3,8,0,0,6
"NBCAEPAK_01477",10,5,2,2,0,2
"NBCAEPAK_01478",31,29,27,23,0,29
"NBCAEPAK_01479",65,70,88,20,0,14
"NBCAEPAK_01480",94,60,113,26,0,50
"NBCAEPAK_01481",8,19,21,70,0,87
"NBCAEPAK_01482",67,51,40,104,0,140
"NBCAEPAK_01483",168,191,175,123,0,129
"NBCAEPAK_01484",166,86,141,38,0,52
"NBCAEPAK_01485",8,11,22,8,0,9
"NBCAEPAK_01486",55,51,74,50,0,46
"NBCAEPAK_01487",208,181,212,108,0,170
"NBCAEPAK_01488",83,81,77,38,0,60
"NBCAEPAK_01489",34,43,41,20,0,21
"NBCAEPAK_01490",35,29,62,53,0,98
"NBCAEPAK_01491",8,14,16,3,0,16
"NBCAEPAK_01493",33,37,39,32,0,44
"NBCAEPAK_01494",4,4,4,21,0,21
"NBCAEPAK_01495",5,0,2,15,0,26
"NBCAEPAK_01496",39,35,32,21,0,6
"NBCAEPAK_01497",14,10,22,88,0,101
"NBCAEPAK_01498",11,8,10,15,0,21
"NBCAEPAK_01499",2,2,3,12,0,12
"NBCAEPAK_01500",13,6,10,76,0,69
"NBCAEPAK_01501",23,36,21,47,0,65
"NBCAEPAK_01503",95,102,97,67,0,95
"NBCAEPAK_01504",294,246,274,211,0,268
"NBCAEPAK_01505",1,4,0,3,0,10
"NBCAEPAK_01506",24,34,34,13,0,19
"NBCAEPAK_01507",61,68,57,26,0,29
"NBCAEPAK_01508",28,36,49,15,0,32
"NBCAEPAK_01509",26,34,46,16,0,16
"NBCAEPAK_01510",5,3,5,1,0,1
"NBCAEPAK_01511",172,187,193,82,0,174
"NBCAEPAK_01512",224,292,326,168,0,355
"NBCAEPAK_01513",17,22,25,12,0,35
"NBCAEPAK_01514",165,226,211,12,0,15
"NBCAEPAK_01515",354,353,400,76,0,101
"NBCAEPAK_01516",167,169,187,13,0,36
"NBCAEPAK_01517",86,105,144,46,0,56
"NBCAEPAK_01518",75,98,109,59,0,50
"NBCAEPAK_01519",37,40,70,8,0,22
"NBCAEPAK_01520",34,40,50,11,0,36
"NBCAEPAK_01521",22,46,18,14,0,8
"NBCAEPAK_01522",45,41,42,9,0,18
"NBCAEPAK_01523",19,6,7,6,0,4
"NBCAEPAK_01524",30,28,29,4,0,3
"NBCAEPAK_01525",161,140,137,19,0,28
"NBCAEPAK_01526",249,241,261,68,0,114
"NBCAEPAK_01527",95,100,124,11,0,24
"NBCAEPAK_01528",64,41,65,15,0,9
"NBCAEPAK_01529",262,254,196,13,0,39
"NBCAEPAK_01530",35,36,17,46,0,49
"NBCAEPAK_01531",5,3,1,1,0,0
"NBCAEPAK_01532",76,120,124,12,0,13
"NBCAEPAK_01533",98,105,126,261,0,389
"NBCAEPAK_01534",162,139,190,30,0,40
"NBCAEPAK_01535",39,73,67,85,0,80
"NBCAEPAK_01536",24,35,40,3,0,15
"NBCAEPAK_01537",26,33,35,20,0,35
"NBCAEPAK_01538",34,32,49,18,0,41
"NBCAEPAK_01539",197,261,246,83,0,130
"NBCAEPAK_01540",143,73,107,16,0,40
"NBCAEPAK_01541",172,170,158,15,0,42
"NBCAEPAK_01542",129,105,103,20,0,75
"NBCAEPAK_01543",22,24,13,2,0,13
"NBCAEPAK_01544",240,282,330,369,0,569
"NBCAEPAK_01545",300,363,348,229,0,342
"NBCAEPAK_01546",20,26,20,10,0,14
"NBCAEPAK_01547",53,47,48,86,0,136
"NBCAEPAK_01548",10,13,11,0,0,8
"NBCAEPAK_01549",77,98,91,61,0,130
"NBCAEPAK_01550",6,6,4,4,0,18
"NBCAEPAK_01551",7,7,4,0,0,4
"NBCAEPAK_01552",555,546,490,681,0,700
"NBCAEPAK_01553",23,34,18,8,0,16
"NBCAEPAK_01554",37,53,61,37,0,44
"NBCAEPAK_01555",85,52,51,22,0,22
"NBCAEPAK_01556",28,21,27,7,0,11
"NBCAEPAK_01557",532,574,565,160,0,224
"NBCAEPAK_01558",200,180,168,71,0,89
"NBCAEPAK_01559",32,37,41,17,0,20
"NBCAEPAK_01560",142,152,167,143,0,217
"NBCAEPAK_01561",239,395,333,105,0,175
"NBCAEPAK_01562",90,99,93,66,0,75
"NBCAEPAK_01563",24,28,32,10,0,19
"NBCAEPAK_01564",0,0,0,0,0,0
"NBCAEPAK_01565",6,0,4,0,0,2
"NBCAEPAK_01566",6,16,4,5,0,3
"NBCAEPAK_01567",125,145,82,45,0,41
"NBCAEPAK_01568",7,8,1,8,0,35
"NBCAEPAK_01569",97,86,88,38,0,59
"NBCAEPAK_01570",179,199,210,68,0,86
"NBCAEPAK_01571",37,40,35,8,0,6
"NBCAEPAK_01572",446,423,501,55,0,93
"NBCAEPAK_01573",85,89,93,47,0,50
"NBCAEPAK_01574",99,104,121,44,0,72
"NBCAEPAK_01575",1085,1066,918,857,0,840
"NBCAEPAK_01576",35,26,24,22,0,34
"NBCAEPAK_01577",45,57,50,10,0,22
"NBCAEPAK_01578",38,68,58,188,0,345
"NBCAEPAK_01579",13,14,12,10,0,7
"NBCAEPAK_01580",4,20,28,9,0,30
"NBCAEPAK_01581",55,51,40,28,0,52
"NBCAEPAK_01582",145,128,128,64,0,114
"NBCAEPAK_01583",21,35,13,27,0,58
"NBCAEPAK_01584",7,14,10,10,0,39
"NBCAEPAK_01585",16,14,8,11,0,22
"NBCAEPAK_01586",28,19,25,24,0,55
"NBCAEPAK_01587",25,19,16,24,0,70
"NBCAEPAK_01588",64,55,67,102,0,248
"NBCAEPAK_01589",11,18,8,12,0,45
"NBCAEPAK_01590",4,7,1,3,0,5
"NBCAEPAK_01591",33,50,24,30,0,57
"NBCAEPAK_01592",25,42,47,29,0,41
"NBCAEPAK_01593",7,7,8,4,0,30
"NBCAEPAK_01594",42,34,51,17,0,30
"NBCAEPAK_01595",27,31,36,14,0,24
"NBCAEPAK_01596",212,204,199,96,0,135
"NBCAEPAK_01597",260,274,324,152,0,292
"NBCAEPAK_01598",0,0,2,0,0,0
"NBCAEPAK_01599",8,14,8,7,0,18
"NBCAEPAK_01600",96,110,119,186,0,381
"NBCAEPAK_01601",20,18,24,75,0,121
"NBCAEPAK_01602",6,11,2,23,0,35
"NBCAEPAK_01603",12,30,23,3,0,13
"NBCAEPAK_01604",105,90,77,41,0,69
"NBCAEPAK_01605",19,9,10,15,0,21
"NBCAEPAK_01606",160,118,159,16,0,30
"NBCAEPAK_01607",3,4,8,2,0,4
"NBCAEPAK_01608",0,0,6,3,0,2
"NBCAEPAK_01609",5,2,2,0,0,3
"NBCAEPAK_01610",61,52,47,29,0,84
"NBCAEPAK_01611",1,0,2,0,0,0
"NBCAEPAK_01612",2,0,12,2,0,4
"NBCAEPAK_01613",19,16,5,12,0,5
"NBCAEPAK_01614",1,8,7,3,0,3
"NBCAEPAK_01615",10,10,8,8,0,5
"NBCAEPAK_01616",3,2,3,1,0,2
"NBCAEPAK_01617",14,21,10,51,0,158
"NBCAEPAK_01618",13,13,20,0,0,10
"NBCAEPAK_01619",86,95,139,15,0,30
"NBCAEPAK_01620",15,26,12,2,0,2
"NBCAEPAK_01621",531,533,456,297,0,349
"NBCAEPAK_01622",120,121,130,23,0,33
"NBCAEPAK_01623",87,87,84,49,0,37
"NBCAEPAK_01624",154,147,140,65,0,80
"NBCAEPAK_01625",19,13,17,1,0,7
"NBCAEPAK_01626",11,9,8,1,0,11
"NBCAEPAK_01627",11,4,0,4,0,2
"NBCAEPAK_01628",2,0,0,0,0,0
"NBCAEPAK_01629",4,0,2,0,0,0
"NBCAEPAK_01630",14,21,10,26,0,33
"NBCAEPAK_01631",22,36,57,129,0,168
"NBCAEPAK_01632",8,20,10,148,0,234
"NBCAEPAK_01633",26,30,37,23,0,42
"NBCAEPAK_01634",192,176,242,342,0,417
"NBCAEPAK_01635",146,184,146,171,0,212
"NBCAEPAK_01636",43,34,40,78,0,97
"NBCAEPAK_01637",28,20,9,28,0,28
"NBCAEPAK_01638",467,495,472,670,0,816
"NBCAEPAK_01639",112,142,141,52,0,134
"NBCAEPAK_01640",52,46,60,8,0,26
"NBCAEPAK_01641",136,205,196,16,0,34
"NBCAEPAK_01642",248,252,254,18,0,35
"NBCAEPAK_01643",4,7,5,2,0,0
"NBCAEPAK_01644",64,104,148,8,0,17
"NBCAEPAK_01645",19,19,20,6,0,1
"NBCAEPAK_01646",5,4,5,0,0,0
"NBCAEPAK_01647",6,6,16,0,0,2
"NBCAEPAK_01648",49,90,70,44,0,72
"NBCAEPAK_01649",43,50,60,26,0,45
"NBCAEPAK_01650",13,12,3,0,0,2
"NBCAEPAK_01651",84,90,112,23,0,19
"NBCAEPAK_01652",187,177,187,39,0,57
"NBCAEPAK_01653",73,51,93,14,0,21
"NBCAEPAK_01654",53,51,75,13,0,9
"NBCAEPAK_01655",71,62,73,18,0,20
"NBCAEPAK_01656",32,21,23,3,0,14
"NBCAEPAK_01657",18,20,28,13,0,20
"NBCAEPAK_01658",22,17,22,23,0,28
"NBCAEPAK_01659",64,71,87,55,0,79
"NBCAEPAK_01660",65,82,113,57,0,94
"NBCAEPAK_01661",74,97,108,40,0,54
"NBCAEPAK_01662",83,125,164,7,0,22
"NBCAEPAK_01663",30,28,33,9,0,17
"NBCAEPAK_01664",40,55,49,19,0,25
"NBCAEPAK_01665",136,110,118,58,0,58
"NBCAEPAK_01666",26,24,18,28,0,32
"NBCAEPAK_01667",6,3,3,1,0,9
"NBCAEPAK_01668",0,2,6,0,0,11
"NBCAEPAK_01669",1,0,0,0,0,9
"NBCAEPAK_01670",7,8,8,8,0,12
"NBCAEPAK_01671",54,72,72,12,0,24
"NBCAEPAK_01672",49,60,92,13,0,14
"NBCAEPAK_01673",51,58,50,13,0,27
"NBCAEPAK_01674",65,65,55,46,0,29
"NBCAEPAK_01675",27,26,30,8,0,22
"NBCAEPAK_01676",12,17,18,7,0,6
"NBCAEPAK_01677",10,18,12,8,0,0
"NBCAEPAK_01678",162,281,251,2,0,12
"NBCAEPAK_01679",149,193,253,1,0,5
"NBCAEPAK_01680",3,5,0,0,0,0
"NBCAEPAK_01681",26,37,49,26,0,47
"NBCAEPAK_01682",262,307,260,281,0,308
"NBCAEPAK_01683",1759,1931,2108,1231,0,2315
"NBCAEPAK_01684",9,29,14,0,0,12
"NBCAEPAK_01685",1421,1397,1207,698,0,764
"NBCAEPAK_01686",12,27,17,5,0,0
"NBCAEPAK_01687",115,106,99,23,0,35
"NBCAEPAK_01688",21,20,17,4,0,5
"NBCAEPAK_01689",24,9,11,0,0,0
"NBCAEPAK_01690",146,188,178,14,0,14
"NBCAEPAK_01691",4,5,10,5,0,5
"NBCAEPAK_01692",9,13,12,5,0,16
"NBCAEPAK_01693",111,131,132,295,0,330
"NBCAEPAK_01694",60,33,40,160,0,144
"NBCAEPAK_01695",0,2,0,0,0,0
"NBCAEPAK_01696",8,15,9,21,0,28
"NBCAEPAK_01697",32,19,17,115,0,205
"NBCAEPAK_01698",5,11,4,36,0,63
"NBCAEPAK_01699",18,30,29,101,0,179
"NBCAEPAK_01700",0,1,2,2,0,1
"NBCAEPAK_01701",17,13,18,9,0,9
"NBCAEPAK_01702",5,2,2,2,0,6
"NBCAEPAK_01703",5,8,8,2,0,0
"NBCAEPAK_01704",37,49,60,22,0,33
"NBCAEPAK_01705",33,27,44,142,0,232
"NBCAEPAK_01706",2,3,3,15,0,18
"NBCAEPAK_01707",7,10,5,23,0,43
"NBCAEPAK_01708",9,11,8,286,0,352
"NBCAEPAK_01709",34,35,29,148,0,213
"NBCAEPAK_01710",4,8,6,26,0,55
"NBCAEPAK_01711",8,12,15,29,0,28
"NBCAEPAK_01712",7,3,7,73,0,140
"NBCAEPAK_01713",0,0,2,6,0,21
"NBCAEPAK_01714",1,0,0,16,0,65
"NBCAEPAK_01716",0,6,3,3,0,11
"NBCAEPAK_01717",16,29,17,25,0,31
"NBCAEPAK_01718",5,13,11,12,0,24
"NBCAEPAK_01719",5,7,12,14,0,9
"NBCAEPAK_01720",52,40,56,22,0,53
"NBCAEPAK_01721",56,27,53,15,0,44
"NBCAEPAK_01722",0,0,2,0,0,0
"NBCAEPAK_01723",4,15,9,2,0,4
"NBCAEPAK_01724",2,5,1,6,0,1
"NBCAEPAK_01725",0,0,0,0,0,0
"NBCAEPAK_01726",0,0,1,0,0,0
"NBCAEPAK_01727",1,0,1,0,0,0
"NBCAEPAK_01728",0,0,0,1,0,1
"NBCAEPAK_01729",0,0,1,0,0,0
"NBCAEPAK_01730",3,3,0,0,0,1
"NBCAEPAK_01731",2,1,2,0,0,0
"NBCAEPAK_01732",0,0,0,0,0,0
"NBCAEPAK_01733",0,1,0,0,0,2
"NBCAEPAK_01734",1,3,0,0,0,0
